obs_id,location,observed_on,tmin_c,tmax_c,precip_mm,humidity_pct,wind_kph,frost_flag,source
83,,2025-07-22,15.1,19.9,0.0,79,27.1,False,VisualCrossing
84,,2025-07-23,14.5,20.9,0.0,72,27.4,False,VisualCrossing
85,,2025-07-24,14.5,20.6,0.0,74,29.1,False,VisualCrossing
86,,2025-07-25,13.9,19.7,0.0,79,30.9,False,VisualCrossing
87,,2025-07-26,14.1,19.9,0.0,79,29.1,False,VisualCrossing
88,,2025-07-27,14.1,18.6,0.0,82,25.8,False,VisualCrossing
89,,2025-07-28,15.4,20.8,0.0,76,25.6,False,VisualCrossing
90,,2025-07-29,14.5,21.2,0.0,78,34.4,False,VisualCrossing
91,,2025-07-30,15.0,19.6,0.0,81,29.0,False,VisualCrossing
92,,2025-07-31,15.1,22.1,0.0,78,32.4,False,VisualCrossing
93,,2025-08-01,14.5,19.7,0.0,79,33.6,False,VisualCrossing
94,,2025-08-02,13.6,18.8,0.0,80,26.7,False,VisualCrossing
95,,2025-08-03,13.9,19.7,0.0,74,35.8,False,VisualCrossing
96,,2025-08-04,14.0,21.9,0.0,67,36.2,False,VisualCrossing
97,,2025-08-05,13.9,20.1,0.0,72,29.4,False,VisualCrossing
98,,2025-08-06,14.6,25.9,0.0,68,27.8,False,VisualCrossing
99,,2025-08-07,14.8,22.4,0.0,78,30.5,False,VisualCrossing
100,,2025-08-08,14.0,24.9,0.0,75,27.5,False,VisualCrossing
