obs_id,location,observed_on,tmin_c,tmax_c,precip_mm,humidity_pct,wind_kph,frost_flag,source
83,,2025-07-22,26.9,36.5,0.0,69,28.7,False,VisualCrossing
84,,2025-07-23,25.8,35.2,0.0,69,31.3,False,VisualCrossing
85,,2025-07-24,26.0,36.0,0.0,70,26.5,False,VisualCrossing
86,,2025-07-25,24.1,31.0,9.882,84,24.9,False,VisualCrossing
87,,2025-07-26,25.0,31.2,0.203,82,23.1,False,VisualCrossing
88,,2025-07-27,26.0,33.1,0.703,76,33.7,False,VisualCrossing
89,,2025-07-28,26.9,35.1,0.0,69,25.4,False,VisualCrossing
90,,2025-07-29,26.0,36.0,0.0,66,21.4,False,VisualCrossing
91,,2025-07-30,26.0,36.1,0.0,56,18.9,False,VisualCrossing
92,,2025-07-31,27.0,32.2,0.0,70,18.0,False,VisualCrossing
93,,2025-08-01,27.1,35.0,0.0,71,19.6,False,VisualCrossing
94,,2025-08-02,25.2,31.8,0.297,76,34.7,False,VisualCrossing
95,,2025-08-03,26.9,34.0,0.0,68,19.8,False,VisualCrossing
96,,2025-08-04,23.3,30.1,0.0,73,53.1,False,VisualCrossing
97,,2025-08-05,25.0,34.2,0.203,74,21.3,False,VisualCrossing
98,,2025-08-06,26.9,33.5,0.117,75,29.1,False,VisualCrossing
99,,2025-08-07,26.9,35.6,0.079,71,23.2,False,VisualCrossing
100,,2025-08-08,26.9,36.0,0.0,70,19.0,False,VisualCrossing
